"","kind",".pred_AI",".pred_class","detector","native","name","model","document_id","prompt"
"2098","AI",0.995140910148621,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",571,"Plain"
"2099","AI",0.59436959028244,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",574,"Plain"
"2100","Human",0.963664710521698,"AI","Crossplag","Yes","US 8th grade essay","Human",142,NA
"2101","Human",0.999992883474226,"AI","Sapling","No","Real TOEFL","Human",215,NA
"2102","Human",0.14104700735218,"Human","Sapling","Yes","US 8th grade essay","Human",192,NA
"2103","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",255,"Enhance like native"
"2104","Human",0.00216032890602946,"Human","Crossplag","Yes","Real CS224N","Human",747,NA
"2105","Human",8.63938328321918e-25,"Human","GPTZero","Yes","US 8th grade essay","Human",117,NA
"2106","AI",5.31562824839238e-05,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",309,"Enhance like native"
"2107","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",516,"Elevate using technical"
"2108","AI",0.000169412538525648,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",523,"Elevate using technical"
"2109","Human",0.000177019377588294,"Human","Crossplag","Yes","Real CS224N","Human",798,NA
"2110","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",550,"Elevate using technical"
"2111","AI",0.15145868062973,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",606,"Elevate using technical"
"2112","AI",0.314621716737747,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",236,"Simplify like non-native"
"2113","Human",0.000713813409674913,"Human","HFOpenAI","Yes","Real College Essays","Human",540,NA
"2114","Human",3.98584384405051e-30,"Human","GPTZero","Yes","US 8th grade essay","Human",413,NA
"2115","AI",0.863054633140564,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",501,"Elevate using technical"
"2116","AI",0.887165174136601,"AI","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",268,"Enhance like native"
"2117","Human",0.910342224660137,"AI","GPTZero","No","Real TOEFL","Human",264,NA
"2118","AI",0.0183637142181396,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",265,"Enhance like native"
"2119","AI",0.03217152133584,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",308,"Enhance like native"
"2120","AI",0.00024336576461792,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",464,"Plain"
"2121","Human",0.125,"Human","ZeroGPT","Yes","Real CS224N","Human",756,NA
"2122","AI",0.0006558729801327,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",465,"Elevate using technical"
"2123","AI",0.8662,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",235,"Simplify like non-native"
"2124","AI",0.000213222519960254,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",381,"Elevate using literary"
"2125","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",598,"Elevate using technical"
"2126","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",481,"Elevate using technical"
"2127","Human",0.900023466712142,"AI","GPTZero","No","Real TOEFL","Human",267,NA
"2128","AI",0.998792426135356,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",160,"Simplify like non-native"
"2129","Human",0.93784362077713,"AI","HFOpenAI","No","Real TOEFL","Human",215,NA
"2130","AI",0.813495492496743,"AI","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",161,"Simplify like non-native"
"2131","AI",0.000202165494556539,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",692,"Plain"
"2132","AI",0.990183413028717,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",659,"Plain"
"2133","AI",0.000232517719268799,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",161,"Simplify like non-native"
"2134","Human",0.25,"Human","ZeroGPT","No","Real TOEFL","Human",278,NA
"2135","AI",0.015780473127961,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",257,"Enhance like native"
"2136","AI",3.0024069541954e-07,"Human","GPTZero",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",897,"Elevate using literary"
"2137","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",407,NA
"2138","AI",0.00360698974691331,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",483,"Elevate using technical"
"2139","AI",0.000179152120836079,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",27,"Plain"
"2140","AI",0,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",4,"Elevate using literary"
"2141","Human",0.579367995262146,"AI","HFOpenAI","No","Real TOEFL","Human",344,NA
"2142","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",13,"Plain"
"2143","AI",0.000169992446899414,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",685,"Elevate using technical"
"2144","Human",0.005287766456604,"Human","Quil","Yes","Real College Essays","Human",364,NA
"2145","Human",0.000177695314050652,"Human","Crossplag","Yes","US 8th grade essay","Human",133,NA
"2146","AI",0.000132071136378521,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",137,"Simplify like non-native"
"2147","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",803,NA
"2148","AI",0.000170240964507684,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",693,"Elevate using technical"
"2149","Human",0.714545228475551,"AI","GPTZero","No","Real TOEFL","Human",431,NA
"2150","Human",0.000201661474420689,"Human","Crossplag","Yes","Real College Essays","Human",243,NA
"2151","AI",0.997916162014008,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",84,"Simplify like non-native"
"2152","AI",0.9985,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",178,"Simplify like non-native"
"2153","AI",0.000169015926076099,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",711,"Elevate using technical"
"2154","AI",0.0794420838356018,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",925,"Simplify like non-native"
"2155","Human",0.000170111656188965,"Human","Quil","Yes","US 8th grade essay","Human",144,NA
"2156","Human",0.00019221485126764,"Human","OriginalityAI","Yes","Real CS224N","Human",835,NA
"2157","Human",0.714545228475551,"AI","GPTZero","No","Real TOEFL","Human",534,NA
"2158","AI",0.00026138115208596,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",646,"Elevate using technical"
"2159","AI",0.983860373497009,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",580,"Plain"
"2160","AI",0.01525126490742,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",480,"Elevate using technical"
"2161","AI",0.98532162485362,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",31,"Plain"
"2162","Human",0.0054,"Human","OriginalityAI","Yes","US 8th grade essay","Human",448,NA
"2163","Human",0.999370157718658,"AI","Crossplag","No","Real TOEFL","Human",280,NA
"2164","AI",0.999455273151398,"AI","HFOpenAI",NA,"Fake College Essays - GPT3","GPT3",204,"Plain"
"2165","AI",0.972257528168575,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",318,"Simplify like non-native"
"2166","Human",0.87117731571198,"AI","OriginalityAI","No","Real TOEFL","Human",300,NA
"2167","AI",0.000368041364708915,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",69,"Elevate using literary"
"2168","Human",0.00017235628911294,"Human","Crossplag","Yes","Real CS224N","Human",801,NA
"2169","AI",6.58198299530177e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",288,"Enhance like native"
"2170","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",691,"Plain"
"2171","Human",0.00206661224365234,"Human","Quil","Yes","US 8th grade essay","Human",145,NA
"2172","AI",0.0001536605268484,"Human","OriginalityAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",1,"Elevate using literary"
"2173","AI",0.99999846339899,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",452,"Plain"
"2174","AI",0.984779332045531,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",529,"Plain"
"2175","AI",0.98738431930542,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",408,"Plain"
"2176","Human",0.000174697677721269,"Human","Crossplag","Yes","Real College Essays","Human",388,NA
"2177","Human",0.416498243808746,"Human","Quil","No","Real TOEFL","Human",546,NA
"2178","AI",0.98339384794235,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",34,"Plain"
"2179","AI",0.000390363216865808,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",912,"Enhance like native"
"2180","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",789,NA
"2181","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",148,NA
"2182","Human",1.47474244722172e-05,"Human","GPTZero","No","Real TOEFL","Human",278,NA
"2183","AI",0.000308632850646973,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",547,"Enhance like native"
"2184","AI",0.000198662281036377,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",598,"Elevate using technical"
"2185","Human",0.000211417675018311,"Human","Quil","Yes","US 8th grade essay","Human",130,NA
"2186","AI",0.999999603763568,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",640,"Plain"
"2187","AI",0.000593970180489123,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",646,"Elevate using technical"
"2188","AI",0.204547837376595,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",562,"Elevate using technical"
"2189","AI",0.000209273814107291,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",716,"Elevate using technical"
"2190","AI",0.222203478217125,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",708,"Plain"
"2191","AI",0.0043154931627214,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",433,"Enhance like native"
"2192","Human",0.2364494651556,"Human","OriginalityAI","No","Real TOEFL","Human",260,NA
"2193","Human",0.000205498319701292,"Human","HFOpenAI","Yes","US 8th grade essay","Human",210,NA
"2194","Human",0.0112,"Human","OriginalityAI","Yes","US 8th grade essay","Human",331,NA
"2195","AI",0.999999397530818,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",19,"Plain"
"2196","AI",0.246979469106528,"Human","Sapling",NA,"Fake College Essays - GPT3","GPT3",731,"Plain"
"2197","Human",1.37360387253427e-06,"Human","Sapling","Yes","Real College Essays","Human",364,NA
"2198","Human",1e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",456,NA
"2199","AI",0.999999282881501,"AI","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",458,"Enhance like native"
"2200","AI",0.000305647758068517,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",499,"Elevate using technical"
"2201","Human",0.910342224660137,"AI","GPTZero","No","Real TOEFL","Human",349,NA
"2202","AI",0.999999566471359,"AI","Sapling",NA,"Fake College Essays - GPT3","GPT3",67,"Plain"
"2203","AI",0.958348246714901,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",487,"Plain"
"2204","AI",0.000331997871398926,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",239,"Enhance like native"
"2205","AI",0.99374878406525,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",636,"Plain"
"2206","AI",0.000356771974998781,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",651,"Plain"
"2207","Human",0.00011871436436195,"Human","OriginalityAI","Yes","Real CS224N","Human",743,NA
"2208","Human",4e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",133,NA
"2209","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",594,"Elevate using technical"
"2210","AI",0.996774256229401,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",522,"Plain"
"2211","Human",1e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",920,NA
"2212","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",177,NA
"2213","Human",0.000171780586242676,"Human","Quil","Yes","Real College Essays","Human",389,NA
"2214","Human",0.111668139696121,"Human","HFOpenAI","Yes","Real CS224N","Human",843,NA
"2215","Human",0.000241545101744123,"Human","Crossplag","Yes","US 8th grade essay","Human",181,NA
"2216","AI",0.375,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",578,"Elevate using technical"
"2217","AI",0.049044273793697,"Human","OriginalityAI",NA,"Fake College Essays - GPT3","GPT3",65,"Plain"
"2218","AI",0,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",199,"Simplify like non-native"
"2219","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",465,"Elevate using technical"
"2220","Human",0.000195327054825611,"Human","HFOpenAI","Yes","Real CS224N","Human",810,NA
"2221","AI",4.23817407513294e-06,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",476,"Enhance like native"
"2222","Human",0.000310427276417613,"Human","HFOpenAI","Yes","Real CS224N","Human",883,NA
"2223","Human",0.00027302367379889,"Human","OriginalityAI","Yes","Real CS224N","Human",801,NA
"2224","AI",5.31119959679138e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",912,"Enhance like native"
"2225","AI",0.999755160044201,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",230,"Simplify like non-native"
"2226","AI",0.0071173501200974,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",476,"Enhance like native"
"2227","AI",0.99733304977417,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",95,"Simplify like non-native"
"2228","AI",0.00016954391321633,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",131,"Simplify like non-native"
"2229","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",664,"Elevate using technical"
"2230","Human",2.12284478183524e-06,"Human","GPTZero","Yes","Real CS224N","Human",832,NA
"2231","Human",0.0283709275104132,"Human","GPTZero","No","Real TOEFL","Human",327,NA
"2232","AI",0.111725397408009,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",726,"Elevate using technical"
"2233","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",34,"Plain"
"2234","Human",0.000219270543311723,"Human","HFOpenAI","Yes","US 8th grade essay","Human",150,NA
"2235","AI",0.625,"AI","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",228,"Simplify like non-native"
"2236","Human",0.0022,"Human","OriginalityAI","Yes","US 8th grade essay","Human",889,NA
"2237","AI",0.125,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",646,"Elevate using technical"
"2238","Human",9.2501009930857e-05,"Human","OriginalityAI","Yes","Real CS224N","Human",772,NA
"2239","AI",0.00271596689708531,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",58,"Plain"
"2240","AI",0.999794185161591,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",493,"Plain"
"2241","AI",1,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",634,"Plain"
"2242","AI",0.00581069426103076,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",384,"Plain"
"2243","AI",5.83747076565722e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",526,"Enhance like native"
"2244","Human",0.000235659666941501,"Human","Crossplag","Yes","Real CS224N","Human",739,NA
"2245","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",920,NA
"2246","Human",0.000255960039794445,"Human","HFOpenAI","Yes","Real CS224N","Human",736,NA
"2247","AI",0.000356771974998781,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",16,"Plain"
"2248","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",724,"Elevate using technical"
"2249","Human",0.00594075443223119,"Human","Crossplag","Yes","Real CS224N","Human",875,NA
"2250","Human",0.000351309776306152,"Human","Quil","Yes","US 8th grade essay","Human",127,NA
"2251","AI",0.969631779911803,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",102,"Simplify like non-native"
"2252","AI",0.339079439640045,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",458,"Enhance like native"
"2253","Human",0.000210331025300547,"Human","HFOpenAI","Yes","Real CS224N","Human",857,NA
"2254","AI",0.999739468097687,"AI","Quil",NA,"Fake College Essays - GPT3","GPT3",537,"Plain"
"2255","AI",0.999340832233429,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",230,"Simplify like non-native"
"2256","AI",0.95471066236496,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",19,"Plain"
"2257","AI",0.000153313182883252,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",126,"Simplify like non-native"
"2258","Human",0.99982362985611,"AI","Quil","No","Real TOEFL","Human",325,NA
"2259","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",579,"Plain"
"2260","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",563,"Plain"
"2261","Human",1.07317818250042e-10,"Human","GPTZero","Yes","Real CS224N","Human",861,NA
"2262","AI",0.625,"AI","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",451,"Enhance like native"
"2263","Human",0.0442177057266235,"Human","Quil","No","Real TOEFL","Human",459,NA
"2264","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",581,"Elevate using technical"
"2265","Human",0.169453904032707,"Human","Crossplag","Yes","Real College Essays","Human",419,NA
"2266","Human",0.952580213546753,"AI","Quil","No","Real TOEFL","Human",415,NA
"2267","AI",0.000296697864541784,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",492,"Elevate using technical"
"2268","AI",5.48951419765409e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",441,"Elevate using technical"
"2269","AI",0.650720834732056,"AI","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",56,"Enhance like native"
"2270","AI",0.9844,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",455,"Simplify like non-native"
"2271","Human",0.000211531485547312,"Human","Crossplag","Yes","Real CS224N","Human",733,NA
"2272","AI",0.000172071057022549,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",358,"Enhance like native"
"2273","AI",0.00628393227118681,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",662,"Plain"
"2274","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",279,"Enhance like native"
"2275","AI",6.36881970339509e-06,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",516,"Elevate using technical"
"2276","Human",0.000172636733623222,"Human","Crossplag","Yes","US 8th grade essay","Human",885,NA
"2277","Human",2.12284478183524e-06,"Human","GPTZero","Yes","Real CS224N","Human",878,NA
"2278","AI",0.00654305750504136,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",255,"Enhance like native"
"2279","Human",7e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",110,NA
"2280","AI",0.000513787555973977,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",665,"Elevate using technical"
"2281","Human",0.000176926565472968,"Human","Crossplag","Yes","Real CS224N","Human",765,NA
"2282","AI",0.999769747257233,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",318,"Simplify like non-native"
"2283","Human",0.98759335279465,"AI","OriginalityAI","No","Real TOEFL","Human",296,NA
"2284","AI",4.85454697218834e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",54,"Elevate using technical"
"2285","AI",0.000174410582985729,"Human","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",683,"Plain"
"2286","Human",0.000179069975274615,"Human","Crossplag","Yes","Real College Essays","Human",48,NA
"2287","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",340,"Enhance like native"
"2288","Human",0.0381118655204773,"Human","Quil","Yes","US 8th grade essay","Human",361,NA
"2289","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",863,NA
"2290","Human",5.76878434244144e-07,"Human","Sapling","Yes","US 8th grade essay","Human",122,NA
"2291","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",784,NA
"2292","AI",0.999734580516815,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",102,"Simplify like non-native"
"2293","Human",1.36818628593272e-06,"Human","Sapling","Yes","US 8th grade essay","Human",448,NA
"2294","Human",0.000216742133488879,"Human","Crossplag","Yes","US 8th grade essay","Human",362,NA
